TICKER
TICKER_AND_EXCH_CODE
EQY_FUND_TICKER
CNTRY_OF_DOMICILE
GICS_SECTOR_NAME
GICS_INDUSTRY_GROUP_NAME
GICS_INDUSTRY_NAME
GICS_SUB_INDUSTRY_NAME
GICS_SUB_INDUSTRY
LONG_COMP_NAME
ID_BB_COMPANY
ID_BB_GLOBAL
ID_ISIN
CRNCY
QUOTED_CRNCY
